update_time,PM25,PM10,O3,AQI,Temperature,Humidity,Wind Speed,UV Index,risk_score,risk_category
2025-12-02 08:52:49,66.21212121212122,22.454545454545453,18.59375,59.516129032258064,23.924242424242426,91.18181818181819,6.6454545454545455,0.0,55.58181818181818,Sedang
